Region,Frequency,Exposure (EVY),Non_Area_Related_Veh_Risk,Location_Type,Local_Authority_Code,Density,Traffic_Flow,Distance_Travelled,Averaged_Density,Distance_Travelled_2,Local_Crimes,Young,Mid,Old,Points_Per_License_Avg,Avg_Drivers,Avg_Pts,Points_Per_License,Drivers,Pts,Local_Schools,Local_CMCs,Nearest_CMC,Nearest_School,Nearest_Incidents,Nearest_Crimes,Local_Incidents_Sev1,Local_Incidents_Sev2,Local_Incidents_Sev3,Incident_Severity_Ratio1,Incident_Severity_Ratio2
6809,0.046800872,21.36712329,0.026940283,Urban minor conurbation,278,5.4,2636,6.192665405,27.68682893,4.566509658,2180.080214,0.281216201,0.62825182,0.120658436,0.311692397,13254276822,4131257310,0.262147335,33176,8697,22.70053476,12,1863.86037,496.4742652,1571.06119,1689.045486,11.17647059,279.540107,2352.358289,0.00422836,0.10999195
6810,0,74.81369856,0.026189524,Urban minor conurbation,277,6.1,2290,5.930678539,10.32574997,5.40616525,1064.978142,0.202280764,0.69524667,0.133907439,0.323308261,14748689648,4768373197,0.323385,10387,3359,6.666666667,18.96721311,4292.993822,417.0311369,1897.613693,1832.971582,19.87431694,424.3661202,3726.295082,0.004764905,0.106521422
6811,0.092663112,21.58356165,0.016881735,Urban minor conurbation,277,6.1,2290,5.930678539,10.32574997,5.40616525,1076.852761,0.202280764,0.69524667,0.133907439,0.323308261,14748689648,4768373197,0.323385,10387,3359,9.490797546,16.66257669,3106.672545,695.1628527,1998.561681,1811.68617,19.86503067,419.7546012,3631.576687,0.004878342,0.10798146
6812,0,50.16438341,0.021483448,Urban minor conurbation,277,6.1,2290,5.930678539,10.32574997,5.40616525,986.7421875,0.202280764,0.69524667,0.133907439,0.323308261,14748689648,4768373197,0.323385,10387,3359,7.0390625,16.9609375,4027.244529,978.7184397,3134.814997,2124.159325,19.8671875,431.6367188,3631.820313,0.004855576,0.110654264
6813,0.06053068,16.52054796,0.025579814,Urban minor conurbation,278,5.4,2636,6.192665405,27.68682893,4.566509658,2397.518987,0.281216201,0.62825182,0.120658436,0.311692397,13254276822,4131257310,0.262147335,33176,8697,30.01265823,12,873.803135,512.673637,1734.865203,2118.84181,13.10126582,281.0632911,2375.272152,0.004909907,0.110210702
6814,0.014358208,69.64657526,0.023729268,Urban minor conurbation,275,13.7,1862,4.919341369,14.38288287,4.871062394,317.6026786,0.202257528,0.697447486,0.132162593,0.326786012,14008316501,4577721884,0.421362198,20232,8525,4.450892857,8.696428571,2826.535981,910.4556514,2465.493821,1334.123618,12.41964286,259.9776786,2181.089286,0.005064907,0.11102109
6815,0.025669878,77.91232876,0.026257103,Urban minor conurbation,277,13.7,2290,5.124875972,14.38288287,5.07652938,685.9460581,0.202280764,0.69524667,0.133907439,0.326786012,14008316501,4577721884,0.421362198,20232,8525,5.485477178,10.19917012,831.6946909,627.9597041,2685.781905,2147.932496,13.34024896,337.3485477,2958.809129,0.004035847,0.105983915
6816,0.02847336,70.24109586,0.025218278,Urban minor conurbation,277,13.7,2290,5.124875972,14.38288287,5.07652938,720.4897119,0.202280764,0.69524667,0.133907439,0.326786012,14008316501,4577721884,0.421362198,20232,8525,5.991769547,12.87654321,1143.244095,504.0675274,2344.548556,2321.65332,13.13168724,351.6460905,3064.716049,0.003835343,0.106389562
6817,0.029543891,67.69589039,0.029152248,Urban minor conurbation,275,13.7,1862,4.919341369,14.38288287,4.871062394,603.0171429,0.202257528,0.697447486,0.132162593,0.326786012,14008316501,4577721884,0.421362198,20232,8525,6.12,11.09714286,2768.826467,510.232049,3795.098337,2202.292034,13.08571429,296.8742857,2543.577143,0.004587196,0.108633337
6818,0,54.03835613,0.02468295,Urban minor conurbation,275,13.7,1864.351648,4.92047068,14.38288287,4.872191333,459.6153846,0.202257656,0.697435394,0.13217218,0.326786012,14008316501,4577721884,0.421362198,20232,8525,5.71978022,9.302197802,3915.519056,440.8775389,2064.855617,2609.333843,13.58241758,281.4835165,2364.302198,0.005109807,0.110969204
6819,0,39.01643833,0.026385937,Urban minor conurbation,278,5.4,2636,6.192665405,27.68682893,4.566509658,1712.319149,0.281216201,0.62825182,0.120658436,0.311692397,13254276822,4131257310,0.262147335,33176,8697,14.72340426,12,3038.782775,459.3388518,2276.184031,1096.32498,10,273.7744681,2299.855319,0.003871269,0.109823839
6820,0.032290883,61.93698635,0.021579478,Urban minor conurbation,276,18.9,3123.935484,5.113252198,16.02412579,5.277402244,544.1021505,0.217797718,0.682139044,0.133259621,0.326903712,13919034971,4550184200,0.356318384,16634,5927,5.564516129,13.87096774,5213.128704,509.3191375,2613.752481,2053.23299,14.60215054,328.8387097,2961.774194,0.004419361,0.103899832
6821,0.049653108,20.13972604,0.02276705,Urban minor conurbation,277,18.9,2308.326087,4.812130539,16.02412579,4.975957926,729.3695652,0.202621755,0.694958624,0.133893203,0.326903712,13919034971,4550184200,0.356318384,16634,5927,7.02173913,13.86956522,4534.879294,537.287141,3673.343647,2500.250906,16.82608696,340.5652174,3083.652174,0.004887722,0.103859208
6822,0.014193498,70.45479446,0.023998769,Urban minor conurbation,277,18.9,2290,4.805364578,16.02412579,4.969184715,677.0641509,0.202280764,0.69524667,0.133907439,0.326903712,13919034971,4550184200,0.356318384,16634,5927,7.735849057,13.49056604,3293.740175,1058.071955,2401.386709,2199.385511,14.64528302,336.7584906,3061.520755,0.004285508,0.102954543
6823,0.041657156,48.01095882,0.022550167,Urban minor conurbation,276,18.9,3127.890909,5.114712534,16.02412579,5.278864145,649.630303,0.217871316,0.682076874,0.133256548,0.326903712,13919034971,4550184200,0.356318384,16634,5927,5.248484848,13.99393939,3993.630288,1450.565683,2122.574095,3647.68237,15.79393939,352.5030303,3139.678788,0.004500194,0.104999441
6824,0,34.57534243,0.028628409,Urban minor conurbation,278,5.4,2636,6.192665405,27.68682893,4.566509658,1752.277228,0.281216201,0.62825182,0.120658436,0.311692397,13254276822,4131257310,0.262147335,33176,8697,20.74752475,11.97029703,2087.635538,577.4135621,2542.057988,1152.384229,11.5,259.2623762,2229.405941,0.004612237,0.10829045
6825,0.07064744,28.309589,0.031227996,Urban minor conurbation,277,12.9,2290,5.184697166,11.79648253,5.27364378,1098.082803,0.202280764,0.69524667,0.133907439,0.322361332,14585921317,4701937023,0.34637807,16124,5585,12.4522293,14.05732484,1095.287128,358.677607,1197.507332,1221.143687,19.46496815,400.433121,3331.636943,0.005199711,0.111929186
6826,0.043241322,46.25205477,0.024843426,Urban minor conurbation,277,12.9,2290,5.184697166,11.79648253,5.27364378,1083.966667,0.202280764,0.69524667,0.133907439,0.322361332,14585921317,4701937023,0.34637807,16124,5585,10.8125,14.26666667,1533.453909,519.3537003,1758.170702,1610.651445,20.47083333,396.6958333,3288.75,0.005523176,0.112576364
6827,0,41.49863016,0.019924288,Urban minor conurbation,277,12.9,2290,5.184697166,11.79648253,5.27364378,998.4590164,0.202280764,0.69524667,0.133907439,0.322361332,14585921317,4701937023,0.34637807,16124,5585,9.404371585,16.14754098,2680.698828,961.8937179,2255.298107,1748.509616,21.7704918,392.7978142,3309.273224,0.005848462,0.111356139
6828,0,84.35068499,0.020466966,Urban minor conurbation,277,12.9,2293.902778,5.18614129,11.79648253,5.275088499,798.4305556,0.202353382,0.695185326,0.133904407,0.322361332,14585921317,4701937023,0.34637807,16124,5585,3.953703704,17.71759259,5097.491147,2078.905429,3443.942892,2540.731863,20.93055556,374.7175926,3325.773148,0.005634015,0.106315977
6829,0.062532123,31.98356161,0.025313472,Urban minor conurbation,278,5.4,2636,6.192665405,27.68682893,4.566509658,857.2834225,0.281216201,0.62825182,0.120658436,0.311692397,13254276822,4131257310,0.262147335,33176,8697,8.443850267,11.58823529,3271.057956,786.4338284,6418.351347,1251.826681,11.11764706,230.8930481,1992.673797,0.004993687,0.108725509
6830,0.027277483,36.66027395,0.02220843,Urban minor conurbation,277,6.4,2290,5.882799968,6.4,5.882799968,725.7793103,0.202280764,0.69524667,0.133907439,0.323153245,13334148942,4308973494,0.319287341,27671,8835,4.572413793,21.51034483,5354.843234,1252.330583,2446.86371,2880.047369,22.80689655,452.7310345,3794.827586,0.005340615,0.111356101
6831,0.063404748,47.31506841,0.023330894,Urban minor conurbation,277,6.4,2290,5.882799968,6.4,5.882799968,751.4971751,0.202280764,0.69524667,0.133907439,0.323153245,13334148942,4308973494,0.319287341,27671,8835,4.175141243,20.96045198,5171.525665,736.0743703,1706.952212,2316.242919,22.84745763,452.9265537,3846.553672,0.005285434,0.110076417
6832,0,48.93698629,0.021900742,Urban minor conurbation,277,6.4,2290,5.882799968,6.4,5.882799968,798.4636364,0.202280764,0.69524667,0.133907439,0.323153245,13334148942,4308973494,0.319287341,27671,8835,3.190909091,21,5209.071354,618.1378375,3764.553835,1571.92579,23.40909091,450.4636364,3888.072727,0.005366023,0.108643783
6833,0.03201614,62.46849315,0.017478522,Urban city and town,277,6.4,2513.035874,5.96552935,6.4,5.96552935,310.4439462,0.20643077,0.691741038,0.13373418,0.323153245,13334148942,4308973494,0.319287341,27671,8835,1.143497758,14.47085202,9904.296548,1455.145934,3165.802559,2636.439081,22.72197309,340.0358744,3046.70852,0.006683449,0.106315561
6834,0.045745081,43.72054795,0.023255283,Urban city and town,277,6.4,2290,5.882799968,6.4,5.882799968,334.25,0.202280764,0.69524667,0.133907439,0.323153245,13334148942,4308973494,0.319287341,27671,8835,2.321428571,16.21428571,8962.27522,905.2766431,3478.13664,2368.61575,21.35714286,378.7544643,3277.272321,0.005834839,0.108775526
6835,0.025651838,38.98356159,0.026295738,Rural town and fringe,277,6.4,2290,5.882799968,6.4,5.882799968,542.5894737,0.202280764,0.69524667,0.133907439,0.323153245,13334148942,4308973494,0.319287341,27671,8835,3.789473684,20.62105263,7411.427425,489.5457914,2920.904105,1976.745575,23.9,423.9105263,3631.921053,0.005860673,0.1097647
6836,0.029125439,34.33424651,0.022462595,Urban minor conurbation,275,16.7,1862,4.722926608,15.07323584,4.824548343,806.7239583,0.202257528,0.697447486,0.132162593,0.32035089,14791841684,4738579654,0.375879242,19477,7321,10.828125,4.177083333,8389.410617,514.0784038,1037.658313,1239.094377,9.052083333,213.1197917,1639.182292,0.004851261,0.119413679
6837,0.169373549,11.80821921,0.034538405,Urban minor conurbation,275,16.7,1862,4.722926608,15.07323584,4.824548343,808.7279412,0.202257528,0.697447486,0.132162593,0.32035089,14791841684,4738579654,0.375879242,19477,7321,11.66176471,5,8751.439329,398.4800015,809.282216,699.2936196,8.088235294,218.4926471,1577.227941,0.004486271,0.125615345
6838,0.029128925,68.66027384,0.02649386,Urban minor conurbation,275,16.7,1862,4.722926608,15.07323584,4.824548343,917.5561497,0.202257528,0.697447486,0.132162593,0.32035089,14791841684,4738579654,0.375879242,19477,7321,6.77540107,4.417112299,6624.331578,910.412877,1433.506459,3088.139214,11.34224599,219.9358289,1773.657754,0.005655434,0.115349359
6839,0,59.41095887,0.020000578,Urban minor conurbation,275,16.7,1862,4.722926608,15.07323584,4.824548343,865.7356828,0.202257528,0.697447486,0.132162593,0.32035089,14791841684,4738579654,0.375879242,19477,7321,8.154185022,5.092511013,7498.608133,470.4262362,1479.974387,1822.892883,10.48898678,224.3920705,1802.198238,0.005153211,0.115239833
6840,0.021326322,46.89041092,0.023776767,Urban minor conurbation,275,16.7,1862,4.722926608,15.07323584,4.824548343,736.5856574,0.202257528,0.697447486,0.132162593,0.32035089,14791841684,4738579654,0.375879242,19477,7321,6.374501992,7.900398406,7542.023527,841.6686491,1935.065516,1631.602922,10.15936255,250.314741,2036.685259,0.004444654,0.113537059
6841,0.022680669,44.09041085,0.023198501,Urban minor conurbation,275,16.7,1862,4.722926608,15.07323584,4.824548343,776.349345,0.202257528,0.697447486,0.132162593,0.32035089,14791841684,4738579654,0.375879242,19477,7321,11.00873362,4.410480349,9329.86152,529.3246596,1843.9909,996.2472022,9.122270742,211.5851528,1593.917031,0.005028063,0.121771564
6842,0.074121709,40.47397251,0.027026579,Urban minor conurbation,278,44.7,2636,4.093859732,39.70926015,4.210385354,1962.846626,0.281216201,0.62825182,0.120658436,0.308573244,13196717503,4072153935,0.312386244,10439,3261,41.65030675,12.96319018,856.0163104,523.167015,1390.053131,1054.985552,12.66871166,258.601227,2173.368098,0.005180473,0.110953232
6843,0,47.59726022,0.022407334,Urban minor conurbation,275,17,1862,4.705281655,15.28848276,4.810483934,839.9869565,0.202257528,0.697447486,0.132162593,0.321530081,15088723518,4851478499,0.365921676,25101,9185,10.15217391,4.882608696,8220.452422,690.9466395,1537.203656,1327.620781,9.295652174,218.8173913,1573.730435,0.005165027,0.126655829
6844,0,52.36164386,0.022801495,Urban minor conurbation,275,17,1862,4.705281655,15.28848276,4.810483934,853.493617,0.202257528,0.697447486,0.132162593,0.321530081,15088723518,4851478499,0.365921676,25101,9185,7.808510638,5,6896.287819,1069.15759,2469.550337,1740.331034,8.29787234,221.6723404,1585.834043,0.004569507,0.126654492
6845,0,53.17808215,0.023102064,Urban minor conurbation,275,17,1862,4.705281655,15.28848276,4.810483934,760.0630252,0.202257528,0.697447486,0.132162593,0.321530081,15088723518,4851478499,0.365921676,25101,9185,5.348739496,5,8069.73462,928.7550372,2033.440042,1319.941363,11.07142857,226.6722689,1565.491597,0.00614462,0.131862542
6846,0.015441239,64.76164378,0.023608678,Urban minor conurbation,275,17,1869.634921,4.708562738,15.28848276,4.813767466,423.5,0.202278804,0.697445243,0.132133801,0.321530081,15088723518,4851478499,0.365921676,25101,9185,2.464285714,5.007936508,8360.5059,2405.718722,1932.800581,1205.603484,12.75396825,234.1269841,1657.257937,0.006704641,0.129687241
6847,0.015090751,66.2657534,0.02568072,Urban minor conurbation,275,17,1862,4.705281655,15.28848276,4.810483934,867.1428571,0.202257528,0.697447486,0.132162593,0.321530081,15088723518,4851478499,0.365921676,25101,9185,4.477678571,4.665178571,5355.031491,1852.131448,1948.738506,2039.741052,9.745535714,218.8125,1677.875,0.005079366,0.120037815
6848,0,36.13698634,0.036255681,Urban minor conurbation,278,44.7,2636,4.093859732,39.70926015,4.210385354,1462.840278,0.281216201,0.62825182,0.120658436,0.308573244,13196717503,4072153935,0.312386244,10439,3261,28.75694444,12.52777778,2447.328624,461.7019827,2142.201745,1545.660163,10.45138889,243.8055556,2050.041667,0.00453199,0.11042634
6849,0.039276875,25.46027396,0.021686422,Rural town and fringe,275,6.5,1862,5.661089072,7.721370837,5.489552781,599.2871287,0.202257528,0.697447486,0.132162593,0.324270028,14301271489,4637473711,0.363896648,14320,5211,2.326732673,9.940594059,817.4047439,1813.461065,7193.902413,1637.995792,19.20792079,331.7326733,2764.732673,0.006180486,0.112684411
6850,0.033112583,30.20000001,0.028504542,Rural town and fringe,275,6.5,1862,5.661089072,7.721370837,5.489552781,568.6131387,0.202257528,0.697447486,0.132162593,0.324270028,14301271489,4637473711,0.363896648,14320,5211,5.948905109,5.467153285,2954.231433,522.1101743,3065.089696,2739.28822,14.72992701,325.9854015,2425.233577,0.005324294,0.123235215
6851,0.024386985,82.0109589,0.023567616,Urban minor conurbation,275,6.5,1862,5.661089072,7.721370837,5.489552781,708.5576923,0.202257528,0.697447486,0.132162593,0.324270028,14301271489,4637473711,0.363896648,14320,5211,5.310897436,5.221153846,4944.947206,563.4470571,2357.672803,1739.716029,12.43910256,304.0705128,2257.041667,0.004817595,0.12303026
6852,0,40.94520544,0.021261677,Rural town and fringe,275,6.5,2301.771429,5.850948457,7.721370837,5.679310662,472.6285714,0.203482979,0.697318243,0.130504211,0.324270028,14301271489,4637473711,0.363896648,14320,5211,5.271428571,5.885714286,5503.756757,577.1040484,3397.261967,2131.537058,17.14285714,327.0642857,2364.378571,0.006272655,0.127075873
6853,0,70.16438348,0.021071917,Urban minor conurbation,275,13.1,1931.674419,4.997273839,13.42655831,4.972820232,586.2026578,0.202261311,0.697089214,0.132446637,0.324237856,14580558962,4727569170,0.372708086,15162,5651,5.225913621,8.445182724,2248.664886,823.9862148,2047.443125,2573.440545,13.75747508,297.7475083,2497.119601,0.004926851,0.111056276
6854,0.03968254,25.2,0.022983193,Urban minor conurbation,275,13.1,1862,4.96380504,13.42655831,4.939356701,680.0772532,0.202257528,0.697447486,0.132162593,0.324237856,14580558962,4727569170,0.372708086,15162,5651,4.600858369,7.557939914,3515.386129,691.8983674,1846.399542,2065.881452,14.09871245,275.5021459,2212.253219,0.005637356,0.115765632
6855,0,32.70410953,0.020240108,Urban minor conurbation,275,13.1,1862,4.96380504,13.42655831,4.939356701,597.4820513,0.202257528,0.697447486,0.132162593,0.324237856,14580558962,4727569170,0.372708086,15162,5651,1.98974359,5.953846154,2619.408863,1152.457056,3091.644833,1977.882152,15.86153846,275.8,2189.579487,0.006402412,0.117610906
6856,0.051924035,38.51780815,0.025252354,Urban minor conurbation,275,14.7,1864.057692,4.850410372,14.43556232,4.868422308,529.0576923,0.20225764,0.697436905,0.132170981,0.321360546,14679368184,4717369777,0.319590731,9969,3186,5.538461538,12.26442308,6018.261013,800.4297439,2434.747446,1960.948743,10.28846154,304.3605769,2540.471154,0.003614401,0.11019473
6857,0,51.73972604,0.023901437,Urban minor conurbation,275,14.7,1866.367347,4.851518982,14.43556232,4.869531059,524.3979592,0.202257766,0.697425029,0.132180397,0.321360546,14679368184,4717369777,0.319590731,9969,3186,4.765306122,11.39795918,4265.566467,796.2935472,2862.985863,2127.770454,11.02040816,310.0612245,2650.642857,0.003712927,0.108049486
6858,0,52.75890408,0.020735639,Urban minor conurbation,275,14.7,1864.172589,4.850465521,14.43556232,4.868477464,545.0152284,0.202257646,0.697436315,0.13217145,0.321360546,14679368184,4717369777,0.319590731,9969,3186,5.715736041,11.46192893,5368.981381,446.1318523,2080.279654,2588.439856,10.37563452,300.9238579,2554.517767,0.00362406,0.108623487
6859,0.031483159,63.52602734,0.031717125,Urban minor conurbation,275,5.6,1862,5.809642865,8.241971058,5.424583576,760.6318681,0.202257528,0.697447486,0.132162593,0.317542209,14850825042,4715763782,0.299420896,29183,8738,10.24725275,5.576923077,10077.76871,700.0989509,2301.326486,988.827279,14.04395604,268.456044,1918.60989,0.006373212,0.128388475
6860,0,54.41643834,0.02396251,Urban minor conurbation,275,5.6,1862,5.809642865,8.241971058,5.424583576,833.1181435,0.202257528,0.697447486,0.132162593,0.317542209,14850825042,4715763782,0.299420896,29183,8738,12.10970464,5.130801688,9901.69859,452.8629296,2085.327222,1040.54136,15.39662447,271.2827004,1990.725738,0.006758041,0.125916176
6861,0.016744655,59.72054792,0.025200783,Urban minor conurbation,275,5.6,1862,5.809642865,8.241971058,5.424583576,645.9112903,0.202257528,0.697447486,0.132162593,0.317542209,14850825042,4715763782,0.299420896,29183,8738,8.512096774,9.165322581,10512.80102,685.8744717,3361.012025,1116.79394,14.08064516,287.6814516,2261.310484,0.005626743,0.117947086
6862,0.025245539,39.61095885,0.02571703,Rural town and fringe,275,5.6,1893.175926,5.823107533,8.241971058,5.438032676,253.6203704,0.202344402,0.697438324,0.132045028,0.317542209,14850825042,4715763782,0.299420896,29183,8738,3.662037037,6.62962963,11693.54809,754.0179508,6437.437938,1047.445643,15.07407407,254.5601852,1856.231481,0.007063855,0.126649766
6863,0.03397245,58.87123282,0.031071687,Urban minor conurbation,275,5.6,1965.071429,5.854158706,8.241971058,5.469047947,507.2723214,0.202544743,0.697417195,0.131773909,0.317542209,14850825042,4715763782,0.299420896,29183,8738,4.433035714,7.214285714,8486.434535,906.2672285,3105.301227,1235.790657,16.68303571,295.53125,2023.669643,0.00715579,0.133723745
6864,0.066770328,29.95342465,0.026935232,Urban minor conurbation,275,5.6,1862,5.809642865,8.241971058,5.424583576,688.3809524,0.202257528,0.697447486,0.132162593,0.317542209,14850825042,4715763782,0.299420896,29183,8738,5.285714286,6.402116402,8992.206287,392.2094998,2420.87811,1053.187325,15.64550265,282,1984.671958,0.006856152,0.130399056
6865,0.018962024,52.73698628,0.028503476,Urban minor conurbation,278,32.6,2636,4.404996981,35.87574278,4.310474652,1537.337838,0.281216201,0.62825182,0.120658436,0.308130794,13240033054,4079661904,0.305680347,26266,8029,27.68468468,13.36486486,2287.806136,431.084878,1596.499516,1180.923651,12.2027027,266.9144144,2199.653153,0.004916392,0.112653737
6866,0.021586138,46.32602736,0.032891103,Urban city and town,197,2.6,7130,7.916919658,2.6,7.916919658,606.047619,0.183216553,0.71108814,0.139525323,0.325282581,9552586152,3107289876,0.291028183,16641,4843,10.58008658,10.1038961,15399.47672,390.3310143,2010.012185,4498.12576,33.75757576,449.2294372,3631.30303,0.00820605,0.117397519
6867,0.013346009,74.92876708,0.021534046,Urban city and town,197,2.6,7130,7.916919658,2.6,7.916919658,591.0170213,0.183216553,0.71108814,0.139525323,0.325282581,9552586152,3107289876,0.291028183,16641,4843,9.293617021,8.195744681,15335.71101,591.1170746,1676.837166,3155.084192,30.81276596,413.3489362,3320.47234,0.00819659,0.118050905
6868,0.019283601,51.85753423,0.033527748,Urban city and town,197,2.6,6721.770115,7.81753196,2.6,7.81753196,589.6264368,0.185839114,0.709076807,0.138656623,0.325282581,9552586152,3107289876,0.291028183,16641,4843,6.229885057,11.83908046,15135.09429,1278.107602,5288.27757,4805.123764,34.18965517,472.4195402,3710.413793,0.008292069,0.120855902
6869,0.024646758,162.2931507,0.02968608,Rural town and fringe,86,2.6,7658.378947,7.988357093,2.6,7.988357093,571.2982456,0.195692019,0.703130431,0.134473438,0.325282581,9552586152,3107289876,0.291028183,16641,4843,4.571929825,14.92982456,10990.46946,507.3234628,4479.255146,5504.372805,41.40350877,576.1824561,4400.603509,0.008250828,0.123078275
6870,0.046239601,64.87945201,0.027224387,Urban city and town,197,3.8,7130,7.537598264,3.8,7.537598264,580.0215054,0.183216553,0.71108814,0.139525323,0.325044146,9404134474,3056758860,0.283990793,25198,7156,8.688172043,8.247311828,13445.84717,595.1842488,3321.947761,4369.27797,26.67383513,352.530466,2934.802867,0.008070879,0.114594174
6871,0,63.60000001,0.026164632,Urban city and town,197,3.8,7130,7.537598264,3.8,7.537598264,621.5833333,0.183216553,0.71108814,0.139525323,0.325044146,9404134474,3056758860,0.283990793,25198,7156,9.351851852,10.68055556,13652.90486,563.2678225,1916.632606,3952.728225,29.68055556,397.2638889,3353.856481,0.007854489,0.112942362
6872,0.017013937,58.77534241,0.029342592,Urban city and town,197,3.8,5423.94636,7.137650569,3.8,7.137650569,538.4827586,0.189936505,0.705504173,0.137545072,0.325044146,9404134474,3056758860,0.283990793,25198,7156,3.203065134,12.18390805,11849.28135,1228.45979,4725.871173,3798.559862,26.41762452,383.5708812,3167.333333,0.007403386,0.11466575
6873,0.02329143,42.93424653,0.025611351,Rural town and fringe,197,3.8,7130,7.537598264,3.8,7.537598264,681.506383,0.183216553,0.71108814,0.139525323,0.325044146,9404134474,3056758860,0.283990793,25198,7156,1.961702128,13.73617021,9737.112871,724.595278,5496.175703,2844.902772,25.23829787,400.4468085,3331.8,0.006722997,0.113313893
6874,0.023818846,41.9835616,0.025857808,Urban minor conurbation,278,32.6,2636,4.404996981,35.87574278,4.310474652,691.960177,0.281216201,0.62825182,0.120658436,0.308130794,13240033054,4079661904,0.305680347,26266,8029,17.54424779,13,4591.86033,565.868418,2351.985448,1830.813169,11.88053097,263.300885,2099.163717,0.004999317,0.115927226
6875,0,36.41917808,0.028854625,Urban minor conurbation,278,32.6,2659.170507,4.409878201,35.87574278,4.315352179,1039.036866,0.280697982,0.628638478,0.120822649,0.308130794,13240033054,4079661904,0.305680347,26266,8029,18.33179724,13.56221198,3637.208503,519.8347024,1761.708873,1496.225208,13.13364055,277.6682028,2291.645161,0.005087406,0.112631347
6876,0.024879013,40.19452058,0.019555147,Urban minor conurbation,278,32.6,2636,4.404996981,35.87574278,4.310474652,1905.955307,0.281216201,0.62825182,0.120658436,0.308130794,13240033054,4079661904,0.305680347,26266,8029,33.20670391,13.15083799,1484.228564,309.2714623,1874.897565,1041.650003,13,276.4972067,2327.469274,0.004969777,0.11063611
6877,0.03941259,50.7452055,0.024423372,Urban minor conurbation,278,15,2636,5.174642005,24.2835104,4.696390443,1522.111111,0.281216201,0.62825182,0.120658436,0.316259596,14794570365,4678924853,0.399550165,12449,4974,9.9218107,13.97942387,818.7861293,952.8109655,1884.928407,1833.556563,15.14814815,351.090535,2867.81893,0.004685512,0.113229034
6878,0,2.25753425,0.020061079,Urban minor conurbation,278,15,2636,5.174642005,24.2835104,4.696390443,2088.735632,0.281216201,0.62825182,0.120658436,0.316259596,14794570365,4678924853,0.399550165,12449,4974,14.27586207,13.75862069,719.1773657,755.1224453,1192.450952,1830.213874,15.89655172,329.2873563,2748.448276,0.005127107,0.111528289
6879,0,12.18630137,0.02998865,Urban minor conurbation,278,15,2636,5.174642005,24.2835104,4.696390443,2163.225352,0.281216201,0.62825182,0.120658436,0.316259596,14794570365,4678924853,0.399550165,12449,4974,16.87323944,14.08450704,771.4075012,567.5224626,1668.074772,1734.392413,16.94366197,329.6971831,2734.619718,0.005498382,0.112497053
6880,0.038227901,26.15890411,0.032294014,Urban minor conurbation,278,15,2636,5.174642005,24.2835104,4.696390443,1824.846667,0.281216201,0.62825182,0.120658436,0.316259596,14794570365,4678924853,0.399550165,12449,4974,14.72666667,13.44666667,1620.94022,735.5192092,1474.73649,1485.56429,16.97333333,332.32,2752.513333,0.005471852,0.11260667
6881,0,6.36712328,0.037000567,Urban minor conurbation,278,15,2636,5.174642005,24.2835104,4.696390443,1825.344086,0.281216201,0.62825182,0.120658436,0.316259596,14794570365,4678924853,0.399550165,12449,4974,10.90322581,14.70967742,658.7540034,504.3608214,1478.351695,1911.539235,16.95698925,334.4623656,2785.150538,0.005405619,0.112037658
6882,0,68.6986301,0.02552839,Urban city and town,377,3.5,1284,5.907694664,3.583878643,5.884077145,575.2539063,0.200077851,0.694329197,0.142012171,0.367704978,6129486201,2253842591,0.348383501,19734,6875,9.2421875,17.35546875,4182.341729,698.7611216,2317.383537,9185.390905,17.94921875,132.8164063,1084.746094,0.014531037,0.122021942
6883,0,68.8109588,0.026388972,Urban city and town,377,3.5,1284,5.907694664,3.583878643,5.884077145,402.4628099,0.200077851,0.694329197,0.142012171,0.367704978,6129486201,2253842591,0.348383501,19734,6875,12.8553719,17.31404959,5687.83955,513.5924622,3161.504999,6814.736626,17.09917355,131.6198347,1056.504132,0.014181502,0.123392714
6884,0.019509327,51.25753419,0.026418001,Urban city and town,377,3.5,1284,5.907694664,3.583878643,5.884077145,201.3072289,0.200077851,0.694329197,0.142012171,0.367704978,6129486201,2253842591,0.348383501,19734,6875,6.909638554,12.8373494,8985.167186,624.1465917,6854.689829,6735.070338,15.37349398,116.5783133,900.7168675,0.015065491,0.128342916
6885,0,39.34520546,0.029693244,Rural village,377,3.5,1330.73913,5.941265976,3.583878643,5.91764643,46.30434783,0.192242446,0.697029502,0.148428135,0.367704978,6129486201,2253842591,0.348383501,19734,6875,1.817391304,1.130434783,18710.81581,895.9481371,12701.29384,4841.935073,10.71304348,56.93913043,368.626087,0.025309364,0.157296734
6886,0,16.47671234,0.028362521,Urban city and town,376,18.6,1657,4.500765008,16.66739113,4.609318356,925.9883041,0.244726452,0.651264736,0.138772747,0.3820893,6286513711,2402009622,0.43664425,20669,9025,18.98830409,17,409.376612,734.8991501,1381.667033,10667.08105,16.33918129,108.619883,962.8538012,0.015018243,0.114863424
6887,0.015108867,66.18630139,0.025982371,Urban city and town,377,3.8,1284,5.825689548,3.716121357,5.847945001,350.6157407,0.200077851,0.694329197,0.142012171,0.362374018,6166444371,2234559225,0.322022684,21160,6814,15.00462963,16.82407407,4142.872618,367.9096287,1767.44992,4907.820444,16.16666667,128.2222222,1041.523148,0.013632049,0.121755433
